English;Swedish;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
grocer;;0;0;0;0;0;0;0;0;0;0
groceries;;0;0;0;0;0;0;0;0;0;0
grocery;;0;0;0;0;0;0;0;0;0;0
groggy;;0;0;0;0;0;0;0;0;0;0
groin;;0;0;0;0;0;0;0;0;0;0
groom;;0;0;0;0;0;0;0;0;0;0
groove;;0;0;0;0;0;0;0;0;0;0
grope;;0;1;1;0;1;1;0;0;0;0
gross;;0;1;0;0;1;0;0;0;0;0
grotesque;;0;1;0;0;1;0;0;0;0;0
grotto;;0;0;0;0;0;0;0;0;0;0
ground;;0;0;0;0;0;0;0;0;0;1
grounded;;0;1;0;0;0;1;0;1;0;0
groundless;;0;1;0;0;0;0;0;0;0;0
grounds;;0;0;0;0;0;0;0;0;0;0
groundwork;;1;0;0;0;0;0;0;0;0;0
group;;0;0;0;0;0;0;0;0;0;0
grouping;;0;0;0;0;0;0;0;0;0;0
grouse;;0;0;0;0;0;0;0;0;0;0
grout;;0;0;0;0;0;0;0;0;0;0
grove;;0;0;0;0;0;0;0;0;0;0
grow;växa;1;0;0;1;0;0;1;0;0;1
growl;;0;1;1;0;0;1;0;0;0;0
growling;;0;1;1;0;1;1;0;0;0;0
growth;tillväxt;1;0;0;0;0;0;0;0;0;0
grub;;0;0;0;0;0;0;0;0;0;0
grudge;;0;1;1;0;0;0;0;0;0;0
grudgingly;;0;1;0;0;0;0;0;0;0;0
gruesome;;0;1;0;0;1;0;0;0;0;0
gruff;;0;1;1;0;1;0;0;0;0;0
grumble;;0;1;1;0;1;0;0;0;0;0
grumpy;vresig;0;1;1;0;1;0;0;1;0;0
grunt;;0;0;0;0;0;0;0;0;0;0
guarantee;;1;0;0;0;0;0;0;0;0;1
guaranty;;0;0;0;0;0;0;0;0;0;0
guard;;1;0;0;0;0;1;0;0;0;1
guarded;;0;0;0;0;0;0;0;0;0;1
guardian;väktare;1;0;0;0;0;0;0;0;0;1
guardianship;;1;0;0;0;0;0;0;0;0;1
guards;;0;0;0;0;0;0;0;0;0;0
gubernatorial;;1;0;0;0;0;0;0;0;0;1
guerilla;;0;1;0;0;0;1;0;0;0;0
guess;;0;0;0;0;0;0;0;0;1;0
guesswork;;0;0;0;0;0;0;0;0;0;0
guest;;0;0;0;0;0;0;0;0;0;0
guidance;;1;0;0;0;0;0;0;0;0;1
guide;;1;0;0;0;0;0;0;0;0;1
guidebook;;1;0;0;0;0;0;0;0;0;1
guild;gille;0;0;0;0;0;0;0;0;0;0
guile;;0;1;0;0;0;0;0;0;0;0
guillotine;;0;1;1;1;1;1;0;1;0;0
guilt;;0;1;0;0;1;0;0;1;0;0
guilty;;0;1;1;0;0;0;0;1;0;0
guinea;;0;0;0;0;0;0;0;0;0;0
guise;;0;1;0;0;0;0;0;0;0;0
guitar;;0;0;0;0;0;0;0;0;0;0
gules;;0;0;0;0;0;0;0;0;0;0
gulf;;0;0;0;0;0;0;0;0;0;0
gull;;0;1;0;0;0;0;0;0;0;0
gullible;;0;1;0;0;0;0;0;1;0;1
gully;;0;0;0;0;0;0;0;0;0;0
gulp;;0;0;0;0;0;1;0;0;1;0
gum;;0;0;0;0;0;0;0;0;0;0
gummy;;0;0;0;0;0;0;0;0;0;0
gun;pistol;0;1;1;0;0;1;0;0;0;0
gunner;;0;0;0;0;0;0;0;0;0;0
gunpowder;;0;0;0;0;0;1;0;0;0;0
guru;;1;0;0;0;0;0;0;0;0;1
gush;;0;1;0;0;1;0;1;0;0;0
gusset;;0;0;0;0;0;0;0;0;0;1
gust;;0;0;0;0;0;0;0;0;0;0
gusty;;0;0;0;0;0;0;0;0;0;0
gut;;0;0;0;0;1;0;0;0;0;0
guts;;1;0;0;0;0;0;0;0;0;0
gutter;;0;0;0;0;1;0;0;0;0;0
guy;kille;0;0;0;0;0;0;0;0;0;0
guzzling;;0;1;0;0;0;0;0;0;0;0
gymnasium;;0;0;0;0;0;0;0;0;0;0
gymnast;;1;0;0;0;0;0;0;0;0;0
gymnastic;;0;0;0;0;0;0;0;0;0;0
gymnastics;;0;0;0;0;0;0;0;0;0;0
gynecology;;0;0;0;0;0;0;0;0;0;0
gypsy;;0;1;0;0;0;0;0;0;0;0
gyroscope;;0;0;0;0;0;0;0;0;0;0
habit;;0;0;0;0;0;0;0;0;0;0
habitat;;1;0;0;0;0;0;0;0;0;0
habitation;;0;0;0;0;0;0;0;0;0;0
habitual;;0;0;0;1;0;0;0;0;0;0
habitually;;0;0;0;0;0;0;0;0;0;0
hacienda;;0;0;0;0;0;0;0;0;0;0
hag;hagga;0;1;0;0;1;1;0;0;0;0
haggard;;0;1;0;0;0;0;0;1;0;0
haggle;;0;0;0;0;0;0;0;0;0;0
hail;hagel;1;1;0;0;0;0;0;0;0;1
hair;;0;0;0;0;0;0;0;0;0;0
hairy;;0;1;0;0;1;0;0;0;0;0
hale;;1;0;0;0;0;0;0;0;0;0
half;;0;0;0;0;0;0;0;0;0;0
halfway;;0;1;0;0;0;0;0;0;0;0
hall;hall;0;0;0;0;0;0;0;0;0;0
hallowed;;0;0;0;0;0;0;0;0;0;0
hallucination;;0;1;0;0;0;1;0;0;0;0
halo;;0;0;0;0;0;0;0;0;0;0
halt;;0;0;0;0;0;0;0;0;0;0
halter;;0;1;1;0;0;1;0;1;0;0
halting;;0;1;0;0;0;1;0;1;0;0
halve;;0;0;0;0;0;0;0;0;0;0
halving;;0;0;0;0;0;0;0;0;0;0
ham;;0;0;0;0;0;0;0;0;0;0
hamlet;;0;0;0;0;0;0;0;0;0;0
hammer;hammare;0;0;0;0;0;0;0;0;0;0
hammering;;0;0;0;0;0;0;0;0;0;0
hammock;;0;0;0;0;0;0;0;0;0;0
hamper;;0;1;0;0;0;0;0;0;0;0
hamstring;;0;1;1;0;0;0;0;1;0;0
hand;;0;0;0;0;0;0;0;0;0;0
handbook;;0;0;0;0;0;0;0;0;0;1
handful;;0;0;0;0;0;0;0;0;0;0
handicap;;0;1;0;0;0;0;0;1;0;0
handicraft;;0;0;0;0;0;0;0;0;0;0
handiwork;;0;0;0;0;0;0;0;0;0;0
handkerchief;;0;0;0;0;0;0;0;0;0;0
handle;;0;0;0;0;0;0;0;0;0;0
handsome;stilig;0;0;0;0;0;0;0;0;0;0
handwriting;;0;0;0;0;0;0;0;0;0;0
handy;;1;0;0;0;0;0;0;0;0;0
hang;;0;0;0;0;0;0;0;0;0;0
hangar;;0;0;0;0;0;0;0;0;0;0
hanging;;0;1;1;0;1;1;0;1;0;0
hangman;;0;1;0;0;0;1;0;0;0;0
hangout;;0;0;0;0;0;0;0;0;0;0
hank;;0;0;0;0;0;0;0;0;0;0
hankering;;0;0;0;1;0;0;0;0;0;0
hap;hap;0;0;0;1;0;0;0;0;1;0
haphazard;slumpmässig;0;0;0;0;0;0;0;0;0;0
happen;;0;0;0;1;0;0;0;0;0;0
happening;;0;0;0;0;0;0;0;0;0;0
happily;;1;0;0;0;0;0;1;0;0;0
happiness;lycka;1;0;0;1;0;0;1;0;0;0
happy;lycklig;1;0;0;1;0;0;1;0;0;1
harass;;0;1;1;0;1;0;0;0;0;0
harassing;;0;0;1;0;0;0;0;0;0;0
harbinger;;0;1;1;1;0;1;0;0;0;0
harbor;;0;0;0;0;0;0;0;0;0;1
harden;;0;0;0;0;0;0;0;0;0;0
hardened;;0;1;1;0;1;1;0;0;0;0
hardening;;0;0;0;0;0;0;0;0;0;0
hardness;;0;1;0;0;0;0;0;0;0;0
hardship;;0;1;0;0;0;0;0;1;0;0
hardware;;0;0;0;0;0;0;0;0;0;0
hardy;;1;0;0;0;0;0;1;0;0;1
hare;;0;0;0;0;0;0;0;0;0;0
harem;;0;0;0;0;0;0;0;0;0;0
harlot;;0;1;0;0;1;0;0;0;0;0
harm;;0;1;0;0;0;1;0;0;0;0
harmful;;0;1;1;0;1;1;0;1;0;0
harmonica;;0;0;0;0;0;0;0;0;0;0
harmonics;;0;0;0;0;0;0;0;0;0;0
harmoniously;;1;0;0;0;0;0;1;0;0;1
harmonize;;0;0;0;0;0;0;0;0;0;0
harmony;;1;0;0;0;0;0;1;0;0;1
harness;;0;0;0;0;0;0;0;0;0;0
harper;;0;0;0;0;0;0;0;0;0;0
harpsichord;;0;0;0;0;0;0;0;0;0;0
harrowing;;0;1;0;0;0;1;0;0;0;0
harry;;0;1;1;0;0;0;0;1;0;0
harshness;;0;1;1;0;0;1;0;0;0;0
hart;;0;0;0;0;0;0;0;0;0;0
harvest;;1;0;0;1;0;0;1;0;0;0
hash;hasch;0;1;0;0;0;0;0;0;0;0
hashish;;0;1;0;0;0;0;0;0;0;0
haste;;0;0;0;1;0;0;0;0;0;0
hasten;;0;0;0;0;0;0;0;0;0;0
hastily;;0;0;0;0;0;0;0;0;0;0
hasty;;0;1;0;0;0;0;0;0;0;0
hat;hatt;0;0;0;0;0;0;0;0;0;0
hatch;;0;0;0;0;0;0;0;0;0;0
hatchet;;0;0;0;0;0;0;0;0;0;0
hate;;0;1;1;0;1;1;0;1;0;0
hateful;;0;1;1;0;1;1;0;1;0;0
hating;;0;1;1;0;0;0;0;0;0;0
hatred;hat;0;1;1;0;1;1;0;1;0;0
haughty;;0;1;1;0;0;0;0;0;0;0
haul;;0;0;0;0;0;0;0;0;0;0
haulage;;0;0;0;0;0;0;0;0;0;0
haunt;;0;1;0;0;0;1;0;0;0;0
haunted;;0;1;0;0;0;1;0;1;0;0
haven;;1;0;0;0;0;0;0;0;0;1
havoc;;0;1;1;0;0;1;0;0;0;0
haw;;0;0;0;0;0;0;0;0;0;0
hawk;;0;0;0;0;0;1;0;0;0;0
hawking;;0;0;0;0;0;0;0;0;0;0
hazard;;0;1;0;0;0;1;0;0;0;0
hazardous;;0;1;0;0;0;1;0;0;0;0
haze;;0;1;0;0;0;1;0;0;0;0
hazy;;0;0;0;0;0;0;0;0;0;0
head;huvud;0;0;0;0;0;0;0;0;0;0
headache;;0;1;0;0;0;0;0;0;0;0
headdress;;0;0;0;0;0;0;0;0;0;0
header;;0;0;0;0;0;0;0;0;0;0
headgear;;0;0;0;0;0;0;0;0;0;0
heading;rubrik;0;0;0;0;0;0;0;0;0;0
headland;;0;0;0;0;0;0;0;0;0;0
headlight;;0;0;0;1;0;0;0;0;0;0
headline;;0;0;0;0;0;0;0;0;0;0
headlong;;0;0;0;0;0;0;0;0;0;0
headquarters;;0;0;0;0;0;0;0;0;0;0
headstone;;0;0;0;0;0;0;0;0;0;0
headway;;1;0;0;0;0;0;0;0;0;0
heady;;0;1;0;0;0;0;0;0;0;0
heal;;1;0;0;0;0;0;1;0;0;1
healing;;1;0;0;1;0;0;1;0;0;1
health;hälsa;0;0;0;0;0;0;0;0;0;0
healthful;;1;0;0;0;0;0;1;0;0;0
healthy;;1;0;0;0;0;0;0;0;0;0
heap;;0;0;0;0;0;0;0;0;0;0
hear;höra;0;0;0;0;0;0;0;0;0;0
hearer;;0;0;0;0;0;0;0;0;0;0
hearing;;0;1;0;0;0;1;0;0;0;0
hearsay;;0;1;0;0;0;0;0;0;0;0
hearse;;0;1;0;0;0;1;0;1;0;0
heart;hjärta;0;0;0;0;0;0;0;0;0;0
heartache;;0;1;0;0;0;0;0;1;0;0
heartburn;;0;1;0;0;0;0;0;0;0;0
heartfelt;;1;0;0;0;0;0;1;1;0;1
hearth;;1;0;0;0;0;0;0;0;0;0
heartily;;1;0;0;0;0;0;1;0;0;0
heartless;;0;1;0;0;0;0;0;1;0;0
hearts;;0;0;0;0;0;0;0;0;0;0
heartworm;;0;0;0;0;1;0;0;0;0;0
heat;;0;0;0;0;0;0;0;0;0;0
heated;;0;0;0;0;0;0;0;0;0;0
heater;;0;0;0;0;0;0;0;0;0;0
heath;;0;0;0;0;0;0;0;0;0;0
heathen;hedning;0;1;0;0;0;1;0;0;0;0
heather;;0;0;0;0;0;0;0;0;0;0
heating;;0;0;0;0;0;0;0;0;0;0
heave;;0;0;0;0;0;0;0;0;0;0
heavenly;;1;0;0;1;0;0;1;0;0;1
heavens;;1;0;0;0;0;0;1;0;0;1
heavily;;0;1;0;0;0;0;0;0;0;0
heaviness;;0;0;0;0;0;0;0;0;0;0
heaving;;0;0;0;0;0;0;0;0;0;0
hectares;;0;0;0;0;0;0;0;0;0;0
hectic;;0;0;0;0;0;0;0;0;0;0
hedge;;0;0;0;0;0;0;0;0;0;0
hedgehog;;0;0;0;0;0;0;0;0;0;0
hedonism;;1;1;0;0;0;0;1;0;0;0
heed;;0;0;0;0;0;0;0;0;0;0
heel;;0;1;0;0;0;0;0;0;0;0
heels;;0;0;0;0;0;0;0;0;0;0
heft;;1;0;0;1;0;1;0;0;0;0
hegemonic;;0;0;0;0;0;0;0;0;0;0
heifer;;0;0;0;0;0;0;0;0;0;0
height;;0;0;0;0;0;0;0;0;0;0
heighten;;0;1;0;0;0;1;0;0;0;0
heinous;;0;1;0;0;0;0;0;0;0;0
heir;;0;0;0;0;0;0;0;0;0;0
heiress;;0;0;0;0;0;0;0;0;0;0
heirloom;;0;0;0;0;0;0;0;0;0;0
heirs;;0;0;0;0;0;0;0;0;0;0
helical;;0;0;0;0;0;0;0;0;0;0
helix;;0;0;0;0;0;0;0;0;0;0
hell;Helvete;0;1;1;0;1;1;0;1;0;0
hellish;;0;1;1;0;1;1;0;1;0;0
helm;;0;0;0;0;0;0;0;0;0;0
helmet;;1;0;0;0;0;1;0;0;0;0
helper;;1;0;0;0;0;0;0;0;0;1
helpful;;1;0;0;0;0;0;1;0;0;1
helpless;;0;1;0;0;0;1;0;1;0;0
helplessness;;0;1;0;0;0;1;0;1;0;0
hem;fålla;0;0;0;0;0;0;0;0;0;0
hematite;;0;0;0;0;0;0;0;0;0;0
hemi;;0;0;0;0;0;0;0;0;0;0
hemisphere;;0;0;0;0;0;0;0;0;0;0
hemispheric;;0;0;0;0;0;0;0;0;0;0
hemlock;;0;0;0;0;0;0;0;0;0;0
hemorrhage;;0;1;0;0;1;1;0;1;0;0
hemorrhoids;;0;1;0;0;0;0;0;0;0;0
hemp;;0;0;0;0;0;0;0;0;0;0
hen;;0;0;0;0;0;0;0;0;0;0
henceforth;;0;0;0;0;0;0;0;0;0;0
herald;;0;0;0;0;0;0;0;0;0;0
heraldry;;0;0;0;0;0;0;0;0;0;0
herb;;0;0;0;0;0;0;0;0;0;0
herbaceous;;0;0;0;0;0;0;0;0;0;0
herbal;;1;0;0;0;0;0;0;0;0;0
herbarium;;0;0;0;0;0;0;0;0;0;0
herd;;0;0;0;0;0;0;0;0;0;0
hereditary;;0;0;0;0;0;0;0;0;0;0
heredity;;0;0;0;0;0;0;0;0;0;0
heresy;;0;1;0;0;0;0;0;0;0;0
heretic;;0;1;0;0;1;0;0;0;0;0
heretical;;0;0;0;0;0;0;0;0;0;0
heretofore;;0;0;0;0;0;0;0;0;0;0
hereunto;;0;0;0;0;0;0;0;0;0;0
herewith;;0;0;0;0;0;0;0;0;0;0
heritage;;0;0;0;0;0;0;0;0;0;1
hermaphrodite;;0;1;0;0;0;0;0;0;1;0
hermeneutics;;0;0;0;0;0;0;0;0;0;0
hermit;;0;0;0;0;0;0;0;1;0;1
hernia;;0;0;0;0;0;0;0;0;0;0
hero;hjälte;1;0;0;1;0;0;1;0;1;1
heroic;;1;0;0;0;0;0;1;0;1;1
heroics;;1;0;0;0;0;0;0;0;0;0
heroin;;0;1;0;0;0;0;0;0;0;0
heroine;;1;0;0;0;0;0;0;0;0;1
heroism;;1;0;0;1;0;0;1;0;1;1
herpes;;0;1;0;0;1;0;0;0;0;0
herpesvirus;;0;1;0;0;1;0;0;0;0;0
hesitating;;0;0;0;0;0;0;0;0;0;0
hesitation;;0;1;0;0;0;1;0;0;0;0
heterogeneity;;0;0;0;0;0;0;0;0;0;0
hew;hugga;0;0;0;0;0;0;0;0;0;0
hexagon;;0;0;0;0;0;0;0;0;0;0
heyday;;1;0;0;1;0;0;1;0;0;1
hiatus;;0;0;0;0;0;0;0;0;0;0
hibernate;;0;0;0;0;0;0;0;0;0;0
hibernation;;0;0;0;0;0;0;0;0;0;0
hiccup;hicka;0;0;0;0;0;0;0;0;0;0
hidden;;0;1;0;0;0;0;0;0;0;0
hide;;0;0;0;0;0;1;0;0;0;0
hideous;;0;1;0;0;1;1;0;1;0;0
hiding;;0;0;0;0;0;1;0;0;0;0
hierarchical;;0;0;0;0;0;0;0;0;0;0
high;;0;0;0;0;0;0;0;0;0;0
higher;;0;0;0;0;0;0;0;0;0;0
highest;;1;1;0;1;0;1;1;0;1;0
highland;;0;0;0;0;0;0;0;0;0;0
highlands;;0;0;0;0;0;0;0;0;0;0
hight;;0;0;0;0;0;0;0;0;0;0
highway;;0;0;0;0;0;0;0;0;0;0
hiker;;0;0;0;0;0;0;0;0;0;0
hilarious;;1;0;0;0;0;0;1;0;1;0
hilarity;;1;0;0;0;0;0;1;0;0;0
hill;;0;0;0;0;0;0;0;0;0;0
hilly;;0;0;0;0;0;0;0;0;0;0
hilt;;0;0;0;0;0;0;0;0;0;0
hind;;0;0;0;0;0;0;0;0;0;0
hindering;;0;1;0;0;0;0;0;1;0;0
hindrance;;0;1;0;0;0;0;0;0;0;0
hinge;;0;0;0;0;0;0;0;0;0;0
hint;;0;0;0;0;0;0;0;0;0;0
hinterland;;0;0;0;0;0;0;0;0;0;0
hip;;0;0;0;0;0;0;0;0;0;0
hippie;;0;1;0;0;0;0;0;0;0;0
hire;;1;0;0;1;0;0;1;0;0;1
hirsute;;0;0;0;0;0;0;0;0;0;0
hiss;;0;1;1;0;0;1;0;0;0;0
hissing;;0;1;0;0;0;0;0;0;0;0
histology;;0;0;0;0;0;0;0;0;0;0
historian;;0;0;0;0;0;0;0;0;0;0
historic;;0;0;0;0;0;0;0;0;0;0
historiography;;0;0;0;0;0;0;0;0;0;0
history;;0;0;0;0;0;0;0;0;0;0
hit;hit;0;1;1;0;0;0;0;0;0;0
hitherto;;0;1;0;0;0;0;0;0;0;0
hive;;0;1;0;0;0;0;0;0;0;0
hoard;förråd;0;0;0;0;0;0;0;0;0;0
hoarse;;0;1;0;0;0;0;0;0;0;0
hoary;;0;1;0;0;0;0;0;1;0;0
hoax;bluff;0;1;1;0;1;0;0;1;1;0
hob;;0;0;0;0;0;0;0;0;0;0
hobby;;1;0;0;0;0;0;1;0;0;0
hobo;;0;1;0;0;0;0;0;1;0;0
hockey;;0;0;0;0;0;0;0;0;0;0
hoe;;0;0;0;0;0;0;0;0;0;0
hog;svin;0;1;0;0;1;0;0;0;0;0
hoist;;0;0;0;0;0;0;0;0;0;0
hold;hålla;0;0;0;0;0;0;0;0;0;0
holder;;0;0;0;0;0;0;0;0;0;0
holding;;0;0;0;0;0;0;0;0;0;0
hole;;0;0;0;0;0;0;0;0;0;0
holiday;;1;0;0;1;0;0;1;0;0;0
holiness;;1;0;0;1;0;1;1;0;1;1
hollow;;0;1;0;0;0;0;0;1;0;0
holocaust;;0;1;1;0;1;1;0;1;0;0
holy;;1;0;0;0;0;0;0;0;0;0
homage;;1;0;0;0;0;0;0;0;0;0
homeless;;0;1;1;1;1;1;0;1;0;0
homeopathic;;0;0;0;0;0;0;0;0;0;0
homeopathy;;0;0;0;0;0;0;0;0;0;0
homesick;;0;1;0;0;0;0;0;1;0;0
homestead;;0;0;0;0;0;0;0;0;0;0
homework;;0;0;0;0;0;1;0;0;0;0
homicidal;;0;1;1;0;0;1;0;0;0;0
homicide;;0;1;1;0;1;1;0;1;0;0
homily;;0;0;0;0;0;0;0;0;0;0
homogeneity;;0;0;0;0;0;0;0;0;0;0
homogeneous;;0;0;0;0;0;0;0;0;0;0
homologous;;0;0;0;0;0;0;0;0;0;0
homologue;;0;0;0;0;0;0;0;0;0;0
homology;;1;0;0;0;0;0;0;0;0;0
homosexual;;0;0;0;0;0;0;0;0;0;0
homosexuality;;0;1;0;0;0;0;0;0;0;0
hone;;0;0;0;0;0;0;0;0;0;0
honest;;1;0;1;0;1;1;1;1;0;1
honesty;;1;0;0;0;0;0;0;0;0;1
honey;;1;0;0;0;0;0;0;0;0;0
honeycomb;;0;0;0;0;0;0;0;0;0;0
honeymoon;;1;0;0;1;0;0;1;0;1;1
honeysuckle;;0;0;0;0;0;0;0;0;0;0
honor;;1;0;0;0;0;0;0;0;0;1
honorable;;1;0;0;0;0;0;0;0;0;1
honorarium;;0;0;0;0;0;0;0;0;0;0
hood;;0;1;1;0;1;1;0;0;0;0
hooded;;0;0;0;0;0;1;0;0;0;0
hoof;;0;0;0;0;0;0;0;0;0;0
hook;krok;0;0;0;0;0;0;0;0;0;0
hooked;;0;1;0;0;0;0;0;0;0;0
hooker;;0;0;0;0;0;0;0;0;0;0
hoop;;0;0;0;0;0;0;0;0;0;0
hoot;;0;1;1;0;1;0;0;0;0;0
hop;hoppa;0;0;0;0;0;0;0;0;0;0
hope;hoppas;1;0;0;1;0;0;1;0;1;1
hopeful;;1;0;0;1;0;0;1;0;1;1
hopeless;;0;1;0;0;0;1;0;1;0;0
hopelessness;;0;1;1;0;1;1;0;1;0;0
hopes;;0;0;0;0;0;0;0;0;0;0
hoping;;0;0;0;0;0;0;0;0;0;0
hopper;;0;0;0;0;0;0;0;0;0;0
horde;hord;0;1;0;0;0;0;0;0;1;0
horizon;;1;0;0;1;0;0;0;0;0;0
horizontal;horisontell;0;0;0;0;0;0;0;0;0;0
horizontally;;0;0;0;0;0;0;0;0;0;0
horn;horn;0;0;0;0;0;0;0;0;0;0
hornet;;0;0;0;0;0;0;0;0;0;0
horny;kåt;0;0;0;0;0;0;0;0;0;0
horoscope;;0;0;0;1;0;0;0;0;0;0
horrible;fruktansvärd;0;1;1;0;1;1;0;0;0;0
horribly;;0;1;0;0;0;0;0;0;0;0
horrid;;0;1;1;0;1;1;0;1;0;0
horrific;;0;1;1;0;1;1;0;1;0;0
horrified;;0;1;0;0;0;1;0;0;0;0
horrifying;;0;1;0;0;1;1;0;1;0;0
horror;;0;1;1;0;1;1;0;1;1;0
horrors;;0;1;0;0;0;1;0;1;0;0
horse;häst;0;0;0;0;0;0;0;0;0;1
horseman;;0;0;0;0;0;0;0;0;0;0
horseshoe;;0;0;0;0;0;0;0;0;0;0
horticultural;;0;0;0;0;0;0;0;0;0;0
horticulture;;0;0;0;0;0;0;0;0;0;0
hose;;0;0;0;0;0;0;0;0;0;0
hosiery;;0;0;0;0;0;0;0;0;0;0
hospice;;0;0;0;0;0;0;0;1;0;0
hospital;sjukhus;0;0;0;0;0;1;0;1;0;1
hospitality;;1;0;0;0;0;0;0;0;0;0
hostage;;0;1;1;0;0;1;0;0;0;0
hostel;;0;0;0;0;0;0;0;0;0;0
hostile;;0;1;1;0;1;1;0;0;0;0
hostilities;;0;1;1;0;0;1;0;0;0;0
hostility;;0;1;1;0;1;0;0;0;0;0
hot;;0;0;1;0;0;0;0;0;0;0
hotbed;;0;0;0;0;0;0;0;0;0;0
hotel;;0;0;0;0;0;0;0;0;0;0
hour;timme;0;0;0;0;0;0;0;0;0;0
hourglass;;0;0;0;0;0;0;0;0;0;0
hourly;;0;0;0;0;0;0;0;0;0;0
house;hus;0;0;0;0;0;0;0;0;0;0
household;;1;0;0;0;0;0;0;0;0;0
householder;;0;0;0;0;0;0;0;0;0;0
housekeeper;;0;0;0;0;0;0;0;0;0;0
housekeeping;;1;0;0;0;0;0;0;0;0;0
housewife;;0;0;0;0;0;0;0;0;0;0
housing;;0;0;0;0;0;0;0;0;0;0
hovercraft;;0;0;0;0;0;0;0;0;0;0
howl;;0;1;1;0;1;1;0;1;1;0
howsoever;;0;0;0;0;0;0;0;0;0;0
hoy;;0;0;0;0;0;0;0;0;0;0
hub;;0;0;0;0;0;0;0;0;0;0
huddle;kura;0;0;0;0;0;0;0;0;0;0
hue;nyans;0;0;0;0;0;0;0;0;0;0
huff;;0;1;1;0;1;0;0;0;0;0
hug;kram;1;0;0;0;0;0;1;0;0;1
huge;;0;0;0;0;0;0;0;0;0;0
hulk;;0;0;0;0;1;0;0;0;0;0
hull;;0;0;0;0;0;0;0;0;0;0
hum;brum;0;0;0;0;0;0;0;0;0;0
human;mänsklig;0;0;0;0;0;0;0;0;0;0
humane;;1;0;0;0;0;0;0;0;0;0
humanitarian;;1;0;0;1;0;0;1;0;1;1
humanities;;0;0;0;0;0;0;0;0;0;0
humanity;;1;0;0;0;0;0;1;0;0;1
humble;;1;1;0;0;1;0;0;1;0;0
humbled;;1;0;0;0;0;0;0;1;0;0
humbly;;1;0;0;0;0;0;0;0;0;0
humbug;;0;1;1;0;1;0;0;1;0;0
humid;;0;0;0;0;0;0;0;0;0;0
humidity;;0;0;0;0;0;0;0;0;0;0
humiliate;;0;1;1;0;0;0;0;1;0;0
humiliating;;0;1;0;0;1;0;0;0;0;0
humiliation;;0;1;0;0;1;0;0;1;0;0
humility;;1;0;0;0;0;0;0;0;0;1
hummer;;0;0;0;0;0;0;0;0;0;0
hummingbird;;0;0;0;0;0;0;0;0;0;0
humongous;;0;0;0;0;0;0;0;0;0;0
humorist;;1;0;0;0;0;0;0;0;0;0
humorous;;1;0;0;0;0;0;1;0;0;0
hump;puckel;0;0;0;0;0;0;0;0;0;0
hunch;;0;1;0;0;0;0;0;0;0;0
hundred;hundra;0;0;0;0;0;0;0;0;0;0
hundredth;;0;0;0;0;0;0;0;0;0;0
hunger;;0;0;0;0;0;0;0;0;0;0
hungry;;0;1;0;1;0;0;0;0;0;0
hunk;;0;0;0;0;0;0;0;0;0;0
hunks;;0;0;0;0;0;0;0;0;0;0
hunt;jaga;0;0;0;0;0;0;0;0;0;0
hunter;;0;1;0;1;0;1;0;1;0;0
hunting;;0;1;1;1;0;1;0;0;0;0
hurl;;0;0;0;0;0;0;0;0;0;0
hurrah;;1;0;0;0;0;0;1;0;0;0
hurricane;;0;1;0;0;0;1;0;0;0;0
hurried;;0;1;0;1;0;0;0;0;0;0
hurry;;0;0;0;1;0;0;0;0;0;0
hurt;skada;0;1;1;0;0;1;0;1;0;0
hurtful;;0;1;1;0;1;1;0;1;0;0
hurting;;0;1;1;0;0;1;0;1;0;0
husbandry;;1;0;0;0;0;0;0;0;0;1
hush;;1;0;0;0;0;0;0;0;0;0
hushed;;0;0;0;0;0;0;0;0;0;0
husk;;0;0;0;0;0;0;0;0;0;0
husky;;0;0;0;0;0;0;0;0;0;0
hustle;;0;0;0;0;0;0;0;0;0;0
hustler;;0;1;0;0;0;0;0;0;0;0
hut;;1;0;0;0;0;0;0;1;0;0
hutch;;0;0;0;0;0;0;0;0;0;0
hyacinth;;0;0;0;0;0;0;0;0;0;0
hybrid;hybrid;0;0;0;0;0;0;0;0;0;0
hydra;;0;1;0;0;0;1;0;0;0;0
hydraulics;;0;0;0;0;0;0;0;0;0;0
hydrocephalus;;0;1;0;0;1;1;0;1;0;0
hydrodynamics;;0;0;0;0;0;0;0;0;0;0
hydrogen;;0;0;0;0;0;0;0;0;0;0
hydrographic;;0;0;0;0;0;0;0;0;0;0
hydrology;;0;0;0;0;0;0;0;0;0;0
hygiene;;0;0;0;0;0;0;0;0;0;0
hygienic;;1;0;0;0;0;0;0;0;0;0
hymn;psalm;1;0;0;1;0;0;1;1;0;1
hype;;0;1;0;1;0;0;0;0;0;0
hyperbole;;0;1;0;0;0;0;0;0;0;0
hypertrophy;;0;0;0;0;1;1;0;0;1;0
hyphen;;0;0;0;0;0;0;0;0;0;0
hypnotic;;0;0;0;0;0;0;0;0;0;0
hypnotized;;0;0;0;0;0;0;0;0;0;0
hypocrisy;;0;1;0;0;0;0;0;0;0;0
hypocrite;;0;1;0;0;1;0;0;0;0;0
hypocritical;;0;1;0;0;1;0;0;0;0;0
hypothesis;;0;0;0;1;0;0;0;0;1;0
hypothetical;;0;0;0;0;0;0;0;0;0;0
